drugbank_id,uniprot_id,interaction
DB03981,Q9AIU0,0
DB07479,P06746,1
DB16213,P0AFL3,0
DB00266,Q99828,0
DB06461,O60674,0
DB01119,Q14654,1
DB01118,P04083,0
DB08834,O15111,0
DB00142,Q46856,0
DB07926,P99999,0
DB14533,Q06830,1
DB15495,Q04206,1
DB07119,P03372,1
DB07162,O60674,1
DB01161,P05023,1
DB04297,P09601,0
DB03257,P03472,1
DB04017,P58758,0
DB01397,P23219,1
DB08279,P26663,1
DB08089,P10275,1
DB04944,P54619,1
DB02843,Q15637,0
DB01211,Q939N4,0
DB15460,O43613,0
DB08934,Q9Y2I1,0
DB07415,P56817,1
DB05407,P05305,1
DB03788,P10828,1
DB04151,P68133,1
DB02189,P04585,0
DB02142,P24630,1
DB01873,P35354,0
DB00945,P26358,0
DB00537,P0AES4,1
DB02733,P13945,1
DB16623,P21333,0
DB00591,P08758,1
DB05152,Q13233,0
DB06486,O14757,1
DB01992,Q9F6D4,1
DB02251,P15090,0
DB07083,P00734,1
DB16474,Q96AE4,0
DB07663,P52732,0
DB08545,Q6PYX1,1
DB09089,P08173,1
DB04612,Q9LAK3,0
DB12284,P19080,0
DB12903,P11362,1
DB07996,P17612,1
DB11831,P55769,0
DB07342,P09601,1
DB15685,P62942,0
DB03892,P07288,0
DB00543,O00757,0
DB00335,P08588,1
DB05483,Q5T4S7,1
DB06021,P04626,1
DB06151,Q5SSJ5,0
DB08880,Q08210,1
DB02451,Q146M9,1
DB00171,Q13131,1
DB06358,P50281,0
DB11263,Q13131,0
DB09120,Q8NER1,1
DB09031,P14625,0
DB04658,Q14457,0
DB02033,P09960,0
DB15407,O00329,1
DB03026,P0AB87,1
DB04147,P35462,0
DB00201,Q08499,1
DB13520,Q13426,0
DB07486,P20701,1
DB00274,P08506,1
DB12514,Q9P2J5,0
DB02795,Q9NZK7,1
DB03063,Q9UGN5,0
DB11994,Q15788,0
DB03440,P14779,1
DB00452,P12931,0
DB08836,P14416,0
DB04141,Q05581,0
DB14011,P14902,1
DB03042,P06744,1
DB01254,P54756,1
DB03413,P06968,1
DB19277,Q9NS86,1
DB00342,P47870,0
DB12812,P35354,0
DB07553,Q92769,1
DB16865,P07858,0
DB11807,P17787,1
DB12404,O31168,0
DB00383,P22894,0
DB04719,Q92630,1
DB04315,Q9Y689,1
DB03144,P29474,1
DB00678,P25116,0
DB02758,Q9NZK7,1
DB02849,P16932,1
DB14487,P27169,1
DB07811,Q16539,1
DB05389,Q12809,0
DB08036,Q04206,0
DB06470,P14867,1
DB00252,Q46822,0
DB00408,P08588,1
DB13954,Q92731,1
DB09091,Q92769,1
DB04233,Q9HVJ6,1
DB03937,P01857,0
DB15106,P00374,0
DB14185,P21918,1
DB00188,P20618,1
DB00246,P28221,1
DB07453,P11511,1
DB07245,P56817,1
DB04887,P03366,1
DB15588,P18031,1
DB00505,P20309,1
DB01892,P01556,0
DB03030,P9WGR1,1
DB02850,Q07869,0
DB04447,P24941,0
DB13520,P9WPB5,0
DB00503,P31350,0
DB07030,P15121,1
DB09060,P24941,0
DB13874,P23458,0
DB03147,P06746,0
DB07556,P00644,0
DB08785,P08709,0
DB16700,P29208,0
DB00641,P00959,0
DB12377,P05364,1
DB01836,P08912,0
DB01956,P23415,1
DB00127,P48736,0
DB12267,P00533,1
DB00282,P55211,1
DB00244,P14090,0
DB03566,P07986,0
DB01427,P16234,0
DB00508,P01584,0
DB03631,P46883,1
DB00774,Q9U8D3,0
DB05565,P10636,1
DB00643,Q26966,0
DB00363,P28566,1
DB06817,P03366,1
DB14487,P03952,1
DB04464,P24311,1
DB12667,P23280,0
DB11376,Q13547,0
DB00175,P08238,0
DB04395,Q9UDW1,0
DB09214,P00533,0
DB01133,P21397,0
DB03389,Q81EW9,0
DB12234,P49354,1
DB06714,P41145,0
DB00940,P08172,1
DB08074,P23219,0
DB14491,Q9Y5Y9,0
DB00182,P17735,0
DB04957,P29475,0
DB00424,P08172,1
DB11669,P60472,0
DB00668,P37062,0
DB01861,Q8KN66,1
DB06436,Q9HBH1,0
DB17283,O00305,0
DB09389,Q16658,0
DB11093,O60674,0
DB02267,P59846,1
DB04765,P00509,1
DB01142,Q00534,0
DB00159,P32397,0
DB04896,P23975,1
DB02527,Q05603,0
DB12009,P35354,1
DB01329,Q07806,1
DB08515,P28070,1
DB00337,Q08209,1
DB07444,P50406,0
DB07592,P12931,0
DB00157,P19784,0
DB00945,P36888,0
DB02282,P0DMS8,1
DB04871,Q92731,0
DB11859,P49841,0
DB02776,O75311,0
DB00282,P14324,1
DB07425,P06276,0
DB09167,P08173,1
DB00805,P11229,1
DB15382,Q9P0X4,0
DB00418,Q05586,1
DB09006,P37698,0
DB06711,P35348,1
DB12445,P08164,0
DB15637,P09874,1
DB00825,Q7Z2W7,1
DB07735,P48736,0
DB01393,P30419,0
DB01559,P14867,1
DB00537,P24289,0
DB11386,P16455,0
DB13667,P42262,0
DB04665,P07477,0
DB07809,P00734,1
DB03685,P00469,1
DB08605,P0AEK4,1
DB00257,P22607,0
DB08517,Q5G940,1
DB00540,P11229,1
DB07091,P00734,1
DB12843,Q00653,1
DB04424,P07477,1
DB02402,Q9HBH1,1
DB12058,Q00653,1
DB00243,P35228,0
DB08319,P54997,1
DB04803,P09601,1
DB01245,Q15822,1
DB17191,Q16288,1
DB07298,P39126,0
DB04522,Q14524,0
DB00458,P32169,0
DB00622,P08173,1
DB12695,P61604,1
DB03310,P08263,1
DB13478,P35498,0
DB03528,P0ABP8,1
DB02138,P16184,0
DB04379,Q16539,0
DB13155,P62508,0
DB03199,P14867,0
DB06345,P34913,1
DB12895,P17931,1
DB13751,Q00653,1
DB01047,P11474,1
DB03800,P49286,0
DB01346,P47869,1
DB08805,P25021,1
DB13262,P08912,1
DB01595,Q46393,0
DB00334,P09619,0
DB03049,P27487,0
DB00619,P07333,1
DB03967,P00734,0
DB02428,P04584,1
DB01577,Q05940,1
DB03247,P30043,1
DB12255,Q92831,0
DB07384,P06576,1
DB01963,P00918,1
DB00374,P43116,1
DB00344,Q5T4S7,0
DB01388,Q02641,1
DB05645,P00738,1
DB06877,P28482,1
DB15222,P26664,1
DB14002,P11229,0
DB01963,P54219,0
DB02998,P10275,1
DB14944,P35232,0
DB07049,Q9ULW8,0
DB07972,P9WPN5,1
DB02917,Q873X9,0
DB08601,P19793,1
DB13106,O43451,1
DB11778,Q96GD4,1
DB02382,Q01668,0
DB08154,P08913,0
DB04252,P05020,1
DB00692,P35348,1
DB00540,P09391,0
DB01816,P29717,1
DB05592,P11229,1
DB01862,P07464,1
DB00932,P03366,1
DB00157,O15350,0
DB11969,Q9Y243,1
DB11962,P0A8T7,0
DB17041,P06239,1
DB00917,P43116,1
DB07398,P11473,0
DB03461,Q01782,1
DB02153,P77150,1
DB12742,P42345,0
DB07954,P33247,0
DB04242,Q05586,0
DB00747,P00918,0
DB01295,P10275,0
DB01873,P29474,0
DB00915,P06986,0
DB06077,O14965,0
DB04464,P01008,1
DB11221,Q60037,0
DB00458,P04150,0
DB12010,P07947,1
DB07947,P49841,1
DB12010,O75469,0
DB06868,P06746,0
DB15690,P03372,1
DB01354,P43681,1
DB00157,O75380,1
DB07074,P03951,1
DB04953,Q9NR82,1
DB06229,Q8IWU9,0
DB02011,P00480,1
DB09073,Q8RLY5,0
DB01200,P35228,0
DB00325,P30872,0
DB12010,P14324,0
DB04395,P55072,1
DB12478,P08908,1
DB09047,P0A0K8,1
DB00637,P11474,0
DB03959,P11229,0
DB03661,P51649,0
DB02138,P22695,0
DB08348,Q5EK40,1
DB15034,Q92793,1
DB12843,P41594,0
DB00408,P10275,0
DB01284,Q01718,1
DB00157,P30838,1
DB09061,P28223,1
DB12695,P08670,1
DB01054,O14757,0
DB08231,P22748,0
DB08846,Q16790,1
DB04604,P11362,0
DB09488,P35367,1
DB11791,P0AC13,0
DB00332,P11229,1
DB06315,P01308,1
DB02637,O75390,1
DB00571,P13945,1
DB09299,Q72547,1
DB12695,P11229,0
DB13035,P24941,1
DB03203,O15399,0
DB00246,P18825,1
DB07622,P18509,0
DB06153,O95749,0
DB13985,P11511,0
DB01157,P00374,1
DB04147,P11229,0
DB01964,P00918,1
DB04139,P04183,1
DB06315,P02538,0
DB04395,P42262,0
DB14487,P30101,1
DB07149,O00311,1
DB08357,P0AD68,0
DB16106,P36507,0
DB00403,P32239,1
DB07954,Q07343,1
DB02436,P18031,1
DB01744,Q8NET8,1
DB16191,P23458,1
DB15097,P56373,1
DB14487,P01876,1
DB09014,O75469,0
DB01646,P08100,1
DB00797,P35367,1
DB12010,Q59H18,1
DB12523,P35367,1
DB14527,P01375,0
DB07771,P31749,0
DB07425,P11229,1
DB00786,P03956,1
DB11692,P29371,1
DB08059,P42336,1
DB00909,P00915,1
DB00477,P35408,0
DB01861,P31677,1
DB16254,P35610,1
DB07414,P26663,1
DB06741,P23416,1
DB01571,P41145,1
DB00255,P62508,1
DB16218,P13945,0
DB08150,O95259,0
DB16080,P03372,1
DB08647,P16184,0
DB00936,Q04828,1
DB01231,P04818,0
DB00157,P21728,0
DB04849,P68133,0
DB01603,Q8DR59,1
DB08867,P10275,1
DB00808,P02708,0
DB02797,P00811,1
DB01068,Q13126,0
DB04301,P20309,0
DB03597,O76083,1
DB07997,P61925,1
DB03098,Q13938,0
DB13165,Q13464,1
DB11693,P15559,0
DB12282,Q05397,1
DB03203,P17612,0
DB08613,P56524,1
DB15588,P04054,1
DB12010,Q02779,1
DB00142,Q9ZB17,0
DB08081,P00811,0
DB05885,P37231,0
DB03801,Q56148,0
DB02073,Q9P0J0,0
DB07250,P00734,0
DB01927,P15559,1
DB14911,P35348,0
DB02923,P47228,1
DB02032,Q9KKU4,1
DB08376,P07451,0
DB02441,Q08499,0
DB02923,A0A6L7H165,0
DB01412,P06881,0
DB00395,P14385,0
DB03690,Q00169,1
DB07574,P60903,0
DB01723,P62942,1
DB07929,P28702,1
DB04315,Q54089,1
DB01073,P09884,1
DB08531,P24941,1
DB00006,Q02127,0
DB04574,Q9UDR5,0
DB00142,P07550,0
DB12010,Q02156,1
DB06198,P11509,0
DB15046,O14842,1
DB01615,P35367,1
DB19125,P03372,1
DB14487,P23677,0
DB02998,Q15596,1
DB00963,P14416,0
DB15348,P07986,0
DB07839,P00742,0
DB11638,P0AE18,0
DB01159,Q9NPC2,1
DB11466,P09917,1
DB00559,P18031,0
DB04838,P08913,0
DB05624,P30968,1
DB12036,P56817,0
DB01089,Q05940,1
DB03728,Q8GN86,1
DB12429,P49841,1
DB00290,P49916,1
DB03619,P14416,0
DB00332,P08172,1
DB03389,O75899,0
DB11148,P61925,0
DB06694,P18089,1
DB08581,P17174,0
DB02024,P95468,1
DB09227,P00469,0
DB12554,P08912,1
DB00232,P22748,1
DB06486,P07477,0
DB09185,Q9KG76,0
DB02368,Q8P8J2,1
DB16226,Q14973,1
DB01412,P21589,1
DB01864,P23219,0
DB07270,Q12809,0
DB07404,P14324,1
DB11706,P23219,0
DB02697,P08254,1
DB00610,P14416,1
DB01364,P13945,0
DB09297,Q00975,0
DB06979,Q9UJM8,1
DB16895,O60341,1
DB05428,P35462,0
DB14487,P07357,1
DB06708,Q92731,0
DB02961,P32170,1
DB00496,P15090,0
DB09239,P35348,1
DB00721,P48067,0
DB17520,P27487,0
DB02120,Q92731,0
DB12010,Q13523,1
DB00421,P14324,0
DB06902,P62508,1
DB08702,P52700,1
DB08710,P26663,1
DB12010,P25774,1
DB03573,P25779,1
DB07258,P04054,0
DB14481,P28335,0
DB02836,P0A7D4,1
DB01790,Q02763,0
DB03042,P13376,1
DB01224,P08908,1
DB13877,P09874,1
DB01081,P35372,1
DB00836,Q93LD7,0
DB03751,Q8GIQ0,1
DB04714,O95749,1
DB00864,Q08209,1
DB00337,P03372,0
DB03127,P08172,0
DB01267,P21728,1
DB05939,P0AC13,0
DB14533,P02751,1
DB00157,P48167,0
DB02905,P08183,0
DB06925,P06239,1
DB00696,P08913,1
DB14770,Q08881,0
DB00179,P20586,0
DB00270,Q01668,1
DB00818,P47870,1
DB00270,P20309,0
DB08348,P01138,0
DB06157,P05023,1
DB11915,P20309,0
DB02943,O75469,0
DB03796,P41145,0
DB03811,P60906,1
DB09061,Q9Y2T6,1
DB14533,P05067,1
DB07328,P27487,1
DB01645,Q70GK9,0
DB16351,Q12809,1
DB06594,P49286,1
DB04367,Q03181,0
DB04820,P21397,1
DB09245,P21397,1
DB08598,P12823,0
DB04468,P04155,1
DB15646,P30411,1
DB12116,P08253,1
DB08591,P18031,1
DB08770,P29274,1
DB09271,P08912,1
DB07589,P24228,0
DB14533,P09871,1
DB01558,Q9P0X4,0
DB07007,P28222,0
DB02709,P10599,0
DB02078,P30405,1
DB02715,P03372,1
DB08305,P09601,0
DB00188,P07477,1
DB14490,P08100,0
DB07401,P07919,1
DB04656,P35557,0
DB15688,P44868,0
DB05223,P08172,0
DB03846,P9WKE1,1
DB09225,P28223,1
DB04315,P18085,1
DB01248,P10415,1
DB00899,Q10588,0
DB07101,P35354,0
DB04208,P07741,0
DB04868,P10721,1
DB00142,Q9UPY5,1
DB00656,P28335,1
DB02394,P30920,1
DB00754,Q14524,1
DB01183,P41145,1
DB08776,O14757,1
DB01231,P08173,1
DB08142,P35354,0
DB07720,P43681,1
DB03006,P42345,0
DB01536,P61925,0
DB13616,P00747,1
DB12308,P14416,0
DB00768,P04150,0
DB12470,Q72547,1
DB07735,O75469,0
DB14488,Q16595,1
DB14490,P69905,1
DB00151,O60218,0
DB03176,P42336,0
DB02287,Q9Y2K2,0
DB14487,P08700,1
DB11694,O14965,1
DB07252,Q9GZT9,0
DB01946,P41595,0
DB00935,P08908,1
DB15534,P20309,0
DB00370,P08913,1
DB12110,P30968,0
DB14489,P00734,0
DB01960,Q75UV1,0
DB02566,P29395,1
DB00945,P24385,1
DB11921,P04150,1
DB03516,P49356,0
DB04395,P48169,0
DB08718,P0AE18,1
DB01275,P05042,0
DB04464,P08183,0
DB15954,P10275,0
DB12852,Q92542,1
DB04464,P00269,1
DB09129,P06213,1
DB02899,P41020,1
DB05232,P35498,1
DB18393,P02768,0
DB13953,Q15596,1
DB03247,P35367,0
DB09121,O95622,1
DB14487,P39900,0
DB14733,P59676,1
DB07393,P07477,0
DB01813,Q8GIQ0,0
DB01079,Q13639,1
DB09078,P17948,1
DB00901,Q16539,0
DB04164,P00509,0
DB19281,P18031,1
DB14533,P21926,0
DB00157,P00338,1
DB06262,P03366,0
DB05767,P01584,1
DB01245,P0AB80,0
DB12695,P26663,0
DB08129,P11086,1
DB03973,P9WHE9,1
DB13988,P34969,1
DB16825,P0AD68,0
DB04746,P01042,0
DB02659,P04054,1
DB12478,P45983,0
DB04946,P08588,1
DB07771,P49356,1
DB08837,Q9H2S1,1
DB07947,P22906,0
DB03147,P25105,0
DB03861,P00811,0
DB04946,Q05397,0
DB04447,P35869,0
DB01114,Q01959,1
DB00312,Q13002,1
DB11721,P06213,1
DB07890,P0A2K1,1
DB01364,P04083,0
DB03619,P08263,1
DB02809,P0A6R0,0
DB02979,P29474,1
DB01442,P11226,0
DB03461,P0ABQ4,1
DB00327,P35372,1
DB07267,P32238,0
DB04665,Q08289,0
DB01186,P37700,0
DB04829,P28223,1
DB00852,Q16790,0
DB12314,P06239,0
DB01013,P29474,0
DB05992,P01375,1
DB06435,P08588,0
DB04272,P08172,0
DB12110,P28335,1
DB00392,Q08499,0
DB07316,Q99720,0
DB01088,P07477,0
DB00634,Q14654,0
DB07592,P43235,1
DB02527,P24752,0
DB01396,P05023,1
DB08217,P22303,0
DB06694,P35348,1
DB05885,Q7L0J3,1
DB00726,P28335,1
DB00736,P9WN39,0
DB00783,Q01726,0
DB00413,P10826,0
DB03767,P09211,0
DB03639,P11474,0
DB11399,P55157,1
DB03389,Q46079,1
DB02860,P03372,0
DB03723,P56653,0
DB01830,P12931,1
DB07262,Q06319,0
DB04275,P06401,0
DB01967,P77173,1
DB07926,P00778,0
DB08185,P00918,0
DB15149,P22455,1
DB04090,Q16602,0
DB01044,Q8I814,0
DB00321,P60174,0
DB00858,P03692,0
DB14128,P50579,0
DB00621,P21728,0
DB07242,O43293,1
DB01142,P08172,1
DB01558,P14867,1
DB17383,P24941,1
DB08753,P35916,0
DB12769,P35367,0
DB04540,P14927,0
DB14533,P14218,0
DB03142,P48736,0
DB04135,P25524,1
DB08329,P39377,0
DB08936,P0A759,0
DB00849,P12931,0
DB00288,P24311,0
DB00513,Q9Y3R4,0
DB12395,P20151,0
DB15588,P98170,0
DB07019,P06276,0
DB02923,P0A108,1
DB04946,P21918,1
DB07541,P00811,1
DB16995,P14867,0
DB08808,P24941,0
DB07252,P54760,1
DB01028,P98194,1
DB12345,Q8TDV5,1
DB06780,P08235,1
DB08474,P04584,1
DB00154,P9WPB5,0
DB03063,P08254,0
DB09217,P35354,1
DB00714,Q07869,0
DB02955,Q8NER1,1
DB08113,P61925,1
DB00408,Q9NYK1,0
DB11915,Q05940,1
DB00320,P35462,1
DB01708,P08913,0
DB13715,Q99808,1
DB12377,P23975,0
DB13478,P06276,1
DB01694,Q9NWT6,1
DB12946,P28566,0
DB03535,Q9WYA5,0
DB16828,Q9WZ40,0
DB13873,P39594,0
DB13951,O75469,0
DB00167,Q7Z2W7,0
DB07440,P00734,1
DB01173,P10721,0
DB00589,P28222,1
DB03467,P04626,0
DB00862,P06010,0
DB04555,Q99AU2,0
DB04912,P30519,1
DB04548,Q46079,1
DB07750,Q92769,0
DB01299,P01008,0
DB03698,P35348,0
DB01142,P00813,0
DB03247,P08172,0
DB07032,Q96I99,0
DB00281,P19652,1
DB13953,P15692,0
DB02123,P25021,0
DB07142,P61925,0
DB03247,Q51793,1
DB19353,Q92731,0
DB01346,P0AE18,0
DB04066,P00915,1
DB02247,P00807,1
DB15310,P36897,1
DB00515,P01023,1
DB01561,P00947,1
DB12463,P08253,0
DB06713,P08238,0
DB08877,Q15746,0
DB08130,P78540,0
DB12010,P49761,1
DB01239,P34903,0
DB07993,P42345,0
DB01949,P14780,1
DB04856,P08588,0
DB04385,Q16790,0
DB00867,Q15746,1
DB01097,Q13233,0
DB07356,P27487,1
DB07352,P03372,0
DB00543,P07550,0
DB14533,P08603,1
DB08683,P04075,0
DB08950,Q9L5C8,0
DB08445,P27487,1
DB00388,P19438,0
DB00413,P35462,1
DB00142,O15382,1
DB06666,P30518,1
DB14512,P04150,1
DB07663,O14649,0
DB09297,P68871,0
DB00786,P37023,0
DB09060,P37321,1
DB03140,P00807,1
DB15133,Q9Y2I1,1
DB14596,P04150,1
DB04165,P05023,0
DB12146,P00183,0
DB12569,P29275,1
DB12064,P08581,1
DB08219,P24941,1
DB00401,P43889,0
DB14544,P08235,0
DB03448,P34096,1
DB09078,P08173,0
DB00925,Q13002,0
DB13955,P43681,1
DB00381,P23008,0
DB00241,P48169,1
DB00143,Q15303,0
DB03461,Q56694,1
DB00579,P21802,0
DB08249,P48632,1
DB16495,Q72547,0
DB03147,O75533,0
DB12566,Q9H244,0
DB09275,P12758,0
DB06151,O15399,1
DB03349,P39900,0
DB01393,Q07869,1
DB07407,P10826,0
DB00594,P19801,1
DB04970,P00746,0
DB11079,P23219,1
DB03530,P0AC13,0
DB12598,P00748,1
DB01841,P00691,1
DB04870,Q14832,1
DB02547,O60547,1
DB06198,Q8I372,0
DB01232,Q12791,0
DB11235,Q9ZEU2,0
DB03413,P0ABP8,0
DB12010,Q86UE8,1
DB00149,P11217,0
DB11674,P98170,0
DB00470,P34972,1
DB09196,P31645,1
DB02207,P29475,1
DB08513,Q9UDX4,0
DB15413,O00206,0
DB00589,P28221,1
DB04457,P04531,1
DB09060,Q9F663,1
DB00125,P06748,0
DB04555,P61925,0
DB13940,P28223,1
DB07853,P11217,0
DB04649,P0C2P0,1
DB00363,P21728,1
DB11638,C0H5C2,1
DB00363,Q15303,0
DB04464,P50052,0
DB01221,P41143,1
DB12805,O95342,0
DB07590,P01556,0
DB06943,P78536,1
DB12010,P22303,0
DB12667,P9WGR1,1
DB01090,P32297,1
DB02153,P51003,1
DB03217,P40933,0
DB03644,Q51792,1
DB01255,Q96RJ0,1
DB12285,P56817,1
DB05171,Q8Q3H0,0
DB00726,P45983,0
DB00157,P03372,0
DB00409,P21917,1
DB03484,P00439,0
DB11504,P11229,1
DB12010,Q70GK9,0
DB18393,P0A6R0,0
DB07879,P56524,1
DB07888,Q939N4,0
DB04005,P26662,1
DB04530,P0A884,1
DB11638,O00299,1
DB06868,Q8N5Z0,0
DB03727,P35869,0
DB04557,O75469,0
DB01992,P37001,0
DB17197,P95468,0
DB04903,P34903,1
DB00547,P04150,1
DB04732,P9WHU1,1
DB01226,P24182,0
DB01017,P09917,1
DB03906,Q92542,0
DB06335,P04190,0
DB14487,Q9X108,0
DB13951,P08235,1
DB01050,Q15788,0
DB16629,P23975,1
DB04855,P08913,1
DB01406,P03372,1
DB08778,O14757,1
DB02309,P31939,1
DB04522,P08100,1
DB00800,P80188,0
DB00755,P31025,1
DB01412,Q07343,1
DB08256,P34913,1
DB01227,P35372,1
DB07947,P61925,1
DB17506,P29274,1
DB00205,P28720,0
DB11348,Q9ULB1,1
DB19054,Q08881,0
DB06044,P17787,1
DB00875,P14416,1
DB07260,P09960,1
DB09061,P13716,0
DB00408,P28221,1
DB04137,P30793,1
DB11877,P76216,0
DB12143,P08908,0
DB08184,P07477,1
DB04417,P07998,0
DB03461,P08200,1
DB12010,P42345,1
DB00383,P08172,1
DB02709,P68400,1
DB12010,P10275,0
DB04268,P61626,1
DB07063,P15121,1
DB07492,P24093,1
DB15035,Q06187,1
DB01895,P36419,1
DB03017,P0A0N4,0
DB04083,P00509,1
DB11672,P22748,1
DB04464,P06009,1
DB00696,P28221,1
DB00901,P13945,1
DB12010,P42684,1
DB01694,Q9P2W7,1
DB07993,P56817,1
DB11781,Q13224,0
DB04233,P08100,1
DB07187,P15121,1
DB00276,P00742,0
DB01017,P14780,1
DB06262,O75469,0
DB00416,P08908,0
DB12750,P29474,1
DB07892,P03366,1
DB00627,P49019,1
DB00408,P20701,0
DB16332,O75116,0
DB01236,P23415,1
DB06134,Q9UQB9,1
DB12935,P31639,1
DB07387,P18825,0
DB00421,Q13936,1
DB00956,P35372,1
DB04522,O32723,1
DB04552,P22894,0
DB02685,P07858,1
DB12934,P13929,0
DB06663,P39900,0
DB03756,P00509,0
DB13874,P54278,0
DB02377,P42216,0
DB01620,Q9Y463,0
DB01327,P60568,1
DB01809,P08631,1
DB00321,P63000,0
DB00283,P35367,1
DB14068,P22303,0
DB12371,P21453,1
DB04821,P21397,1
DB00496,P08172,1
DB06693,P04035,1
DB03539,Q13231,1
DB06704,P22748,0
DB00640,P49841,0
DB07630,P00742,1
DB01645,Q99527,1
DB04690,P28223,0
DB09286,P00915,0
DB03389,Q9ZB17,1
DB00940,P25021,1
DB01444,P41143,1
DB03116,P00326,0
DB02379,Q9L5C8,0
DB03672,P06276,1
DB15566,P06239,0
DB00564,P35498,1
DB02209,P0A6C8,0
DB06685,P14416,0
DB04315,Q71U36,0
DB07597,P11086,1
DB04786,P00734,1
DB00370,P28335,1
DB00159,O15530,0
DB04741,P08546,0
DB01200,P20309,0
DB03887,P42261,0
DB09477,P11546,0
DB00363,P97084,0
DB00014,O14556,0
DB07763,P00156,1
DB14533,Q00987,1
DB05932,P15692,1
DB01891,O94760,0
DB00371,P49642,0
DB08025,P35372,0
DB03830,Q14524,0
DB03077,Q92731,0
DB07126,P43133,0
DB06448,P49354,1
DB02032,P06986,0
DB00849,Q9BY41,0
DB00789,Q06187,0
DB18716,P37321,1
DB07137,P42261,0
DB01892,P03366,0
DB17159,P52333,0
DB00402,P14416,0
DB00451,P10827,1
DB00477,P11229,1
DB19094,P35372,1
DB02452,P41595,0
DB04682,P69488,0
DB13940,P13901,0
DB00734,P35348,1
DB05015,Q13547,1
DB08330,P23458,0
DB17140,P36888,1
DB08228,P23141,0
DB01115,O43497,1
DB12010,P53671,1
DB01240,Q9H244,1
DB13857,O60885,0
DB00503,P03366,1
DB04510,P28222,0
DB04326,P04075,1
DB09205,P35348,1
DB12350,P05026,1
DB03147,P0C278,1
DB05710,P05019,0
DB09517,P69905,1
DB04658,P06280,1
DB02578,P15555,1
DB15466,P69905,0
DB04016,P07477,0
DB00173,P04585,0
DB13951,P24752,0
DB12703,P0AEB2,0
DB04473,P19652,0
DB02153,Q9FD87,1
DB12542,P28222,0
DB08705,Q65CX5,0
DB01244,P03956,0
DB12107,Q00987,0
DB05936,P29275,1
DB00495,P08263,0
DB01834,P09488,1
DB02263,Q59931,1
DB09118,O75874,0
DB07892,P14416,0
DB12919,P0DMS8,0
DB07419,P35348,0
DB00182,Q01959,1
DB07583,P61925,1
DB02644,P35372,0
DB12025,Q04206,1
DB04946,P08913,1
DB07909,P13631,0
DB03647,P26660,1
DB01267,P18089,1
DB00270,P15692,0
DB00363,P35367,1
DB14011,P08908,1
DB01250,P23219,1
DB14481,Q02818,1
DB00148,P77150,0
DB11869,P10275,0
DB02841,P46926,0
DB15328,P03366,0
DB01026,Q14994,1
DB02342,Q09428,0
DB09232,Q00975,1
DB15214,P21453,1
DB00381,P01133,0
DB07177,Q14914,1
DB03461,P96558,0
DB02738,Q75UV1,1
DB04751,Q99835,0
DB06157,P08172,0
DB01221,Q13470,0
DB11718,P10828,0
DB02154,P52699,1
DB02966,P42262,1
DB12010,Q04707,0
DB16335,P0AEB2,1
DB02906,Q93TU6,1
DB05013,Q05655,1
DB09244,P25774,0
DB08185,P62669,1
DB11800,P35968,1
DB01511,P28223,0
